reporting_organisation,funding_source,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,location_pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,distribution_date,comments,month_of_activity,abbreviation,implementing_partner,activity,source
NA,SCI,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - One time,Earthquake,221,NA,1180,249,299,218,414,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,33150,Vulnerability-based,2023-02-28,2023-03-01,NA,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,SCI,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,village,36.139048,36.453694,Multipurpose - One time,Earthquake,352,NA,1880,417,504,470,489,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,52800,Vulnerability-based,2023-03-04,2023-03-05,NA,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,SCI,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - One time,Earthquake,58,NA,326,33,76,113,104,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,8700,Vulnerability-based,2023-03-02,2023-03-02,NA,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,SCI,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,village,36.139048,36.453694,Multipurpose - One time,Earthquake,351,NA,1002,228,244,265,265,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,52650,Vulnerability-based,2023-03-08,2023-03-09,NA,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,SCI,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,village,36.139048,36.453694,Multipurpose - One time,Earthquake,176,NA,863,195,225,229,214,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,26400,Vulnerability-based,2023-03-15,2023-03-15,NA,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,SCI,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - One time,Earthquake,22,NA,133,27,33,39,34,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,3300,Vulnerability-based,2023-03-16,2023-03-16,NA,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Allani,NA,NA,SY07,SY0703,SY070302,C4142,NA,NA,NA,NA,36.160124,36.389057,Multipurpose - One time,NA,187,NA,935,250,290,212,183,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,28050,Blanket,2023-02-21,2023-02-21,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,394,NA,1970,526,611,448,385,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,59100,Blanket,2023-02-21,2023-02-21,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Allani,NA,NA,SY07,SY0703,SY070302,C4142,NA,NA,NA,NA,36.160124,36.389057,Multipurpose - One time,NA,376,NA,1880,502,583,427,368,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,56400,Blanket,2023-02-22,2023-02-22,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,373,NA,1865,498,578,424,365,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,55950,Blanket,2023-02-22,2023-02-22,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,411,NA,2055,549,637,467,402,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,61650,Blanket,2023-02-23,2023-02-23,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Allani,NA,NA,SY07,SY0703,SY070302,C4142,NA,NA,NA,NA,36.160124,36.389057,Multipurpose - One time,NA,233,NA,1165,311,361,265,228,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,34950,Blanket,2023-02-23,2023-02-23,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,389,NA,1945,519,603,442,381,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,58350,Blanket,2023-02-26,2023-02-26,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Allani,NA,NA,SY07,SY0703,SY070302,C4142,NA,NA,NA,NA,36.160124,36.389057,Multipurpose - One time,NA,63,NA,315,84,98,72,61,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,9450,Blanket,2023-02-26,2023-02-26,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,408,NA,2040,545,632,463,400,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,61200,Blanket,2023-02-27,2023-02-27,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,186,NA,930,248,288,211,183,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,27900,Blanket,2023-02-28,2023-02-28,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Allani,NA,NA,SY07,SY0703,SY070302,C4142,NA,NA,NA,NA,36.160124,36.389057,Multipurpose - One time,NA,8,NA,40,11,12,9,8,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1200,Blanket,2023-02-27,2023-02-27,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Hamziyeh,NA,NA,SY07,SY0703,SY070302,C4134,NA,NA,NA,NA,36.103764,36.386434,Multipurpose - One time,NA,174,NA,870,232,270,198,170,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,26100,Blanket,2023-02-27,2023-02-27,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Hamziyeh,NA,NA,SY07,SY0703,SY070302,C4134,NA,NA,NA,NA,36.103764,36.386434,Multipurpose - One time,NA,150,NA,750,200,232,170,148,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,22500,Blanket,2023-02-28,2023-02-28,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,261,NA,1305,349,404,296,256,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,39150,Blanket,2023-03-01,2023-03-01,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Hamziyeh,NA,NA,SY07,SY0703,SY070302,C4134,NA,NA,NA,NA,36.103764,36.386434,Multipurpose - One time,NA,50,NA,250,67,77,57,49,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,7500,Blanket,2023-03-01,2023-03-01,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,171,NA,855,228,265,194,168,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,25650,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Allani,NA,NA,SY07,SY0703,SY070302,C4142,NA,NA,NA,NA,36.160124,36.389057,Multipurpose - One time,NA,132,NA,660,176,205,150,129,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,19800,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Hamziyeh,NA,NA,SY07,SY0703,SY070302,C4134,NA,NA,NA,NA,36.103764,36.386434,Multipurpose - One time,NA,2,NA,10,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,300,Blanket,2023-03-02,2023-03-02,NA,2023-03-02,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Eshkab,NA,NA,SY02,SY0203,SY020302,C1437,NA,NA,NA,NA,36.399226,36.63472,Multipurpose - One time,NA,99,NA,495,132,153,112,98,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,14850,Blanket,2023-02-21,2023-02-21,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Eshkab,NA,NA,SY02,SY0203,SY020302,C1437,NA,NA,NA,NA,36.399226,36.63472,Multipurpose - One time,NA,66,NA,330,88,102,75,65,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,9900,Blanket,2023-02-22,2023-02-22,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Haji Hasanli,NA,NA,SY02,SY0203,SY020302,C8184,NA,NA,NA,NA,36.484728,36.653081,Multipurpose - One time,NA,70,NA,350,93,108,80,69,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,10500,Blanket,2023-02-23,2023-02-23,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),NA,NA,SY02,SY0203,SY020302,C1422,NA,NA,Ramdanli / رمضانلي,NA,36.399148,36.745457,Multipurpose - One time,NA,28,NA,140,37,43,32,28,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,4200,Blanket,2023-02-23,2023-02-23,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Kafr Safra,NA,NA,SY02,SY0203,SY020302,C1449,NA,NA,NA,NA,36.427593,36.66183,Multipurpose - One time,NA,92,NA,460,123,143,104,90,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,13800,Blanket,2023-02-23,2023-02-23,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Kafr Safra,NA,NA,SY02,SY0203,SY020302,C1449,NA,NA,NA,NA,36.427593,36.66183,Multipurpose - One time,NA,113,NA,565,151,175,128,111,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,16950,Blanket,2023-02-26,2023-02-26,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Eastern Eshkan,NA,NA,SY02,SY0203,SY020302,C1441,NA,NA,NA,NA,36.460964,36.732657,Multipurpose - One time,NA,51,NA,255,68,79,58,50,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,7650,Blanket,2023-02-26,2023-02-26,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Khaltan,NA,NA,SY02,SY0203,SY020302,C1436,NA,NA,NA,NA,36.480833,36.70773,Multipurpose - One time,NA,66,NA,330,88,102,75,65,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,9900,Blanket,2023-02-26,2023-02-26,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Kafr Safra,NA,NA,SY02,SY0203,SY020302,C1449,NA,NA,NA,NA,36.427593,36.66183,Multipurpose - One time,NA,44,NA,220,59,68,50,43,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,6600,Blanket,2023-02-27,2023-02-27,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Dakhm,NA,NA,SY02,SY0203,SY020302,C1423,NA,NA,NA,NA,36.437599,36.741218,Multipurpose - One time,NA,90,NA,450,120,139,102,89,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,13500,Blanket,2023-02-27,2023-02-27,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Khaltan,NA,NA,SY02,SY0203,SY020302,C1436,NA,NA,NA,NA,36.480833,36.70773,Multipurpose - One time,NA,2,NA,10,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,300,Blanket,2023-02-27,2023-02-27,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Burj Kmush,NA,NA,SY02,SY0203,SY020302,C1428,NA,NA,NA,NA,36.429095,36.711932,Multipurpose - One time,NA,77,NA,385,103,119,87,76,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,11550,Blanket,2023-02-28,2023-02-28,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),NA,NA,SY02,SY0203,SY020302,C1422,NA,NA,NA,NA,36.399148,36.745457,Multipurpose - One time,NA,85,NA,425,114,132,97,82,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,12750,Blanket,2023-02-28,2023-02-28,NA,2023-02-28,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),NA,NA,SY02,SY0203,SY020302,C1422,NA,NA,NA,NA,36.399148,36.745457,Multipurpose - One time,NA,13,NA,65,17,20,15,13,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1950,Blanket,2023-03-01,2023-03-01,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Deir Ballut,NA,NA,SY02,SY0203,SY020302,C1435,NA,NA,NA,NA,36.339706,36.664883,Multipurpose - One time,NA,37,NA,185,49,57,42,37,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,5550,Blanket,2023-03-01,2023-03-01,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Koban,NA,NA,SY02,SY0203,SY020302,C7490,NA,NA,NA,NA,36.457256,36.671902,Multipurpose - One time,NA,47,NA,235,63,73,53,46,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,7050,Blanket,2023-03-01,2023-03-01,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Dakhm,NA,NA,SY02,SY0203,SY020302,C1423,NA,NA,NA,NA,36.437599,36.741218,Multipurpose - One time,NA,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-01,2023-03-01,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),NA,NA,SY02,SY0203,SY020302,C1422,NA,NA,NA,NA,36.399148,36.745457,Multipurpose - One time,NA,15,NA,75,20,23,17,15,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2250,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Deir Ballut,NA,NA,SY02,SY0203,SY020302,C1435,NA,NA,NA,NA,36.339706,36.664883,Multipurpose - One time,NA,5,NA,25,7,8,6,4,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,750,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Sheikh Abel Rahman,NA,NA,SY02,SY0203,SY020302,C1419,NA,NA,NA,NA,36.431499,36.763546,Multipurpose - One time,NA,34,NA,170,45,53,39,33,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,5100,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Sharan,Qatmet Efrin,NA,Hirsh Qatmah Tehtani/ حرش قاطمة تحتاني,SY02,SY0203,SY020304,C1524,NA,CP001700,NA,NA,36.587216,36.963116,Multipurpose - One time,NA,81,NA,405,108,126,92,79,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,12150,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Koran Jandris,NA,NA,SY02,SY0203,SY020302,C1447,NA,NA,NA,NA,36.43962,36.673392,Multipurpose - One time,NA,126,NA,630,168,195,143,124,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,18900,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Sharan,Mashaala,NA,NA,SY02,SY0203,SY020304,C1520,NA,NA,Alsawame Camp /مخيم الصوامع,NA,36.578595,36.929945,Multipurpose - One time,NA,76,NA,380,101,118,86,75,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,11400,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Koban,NA,NA,SY02,SY0203,SY020302,C7490,NA,NA,NA,NA,36.457256,36.671902,Multipurpose - One time,NA,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-02,2023-03-02,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,437,NA,2185,584,677,496,428,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,65550,Blanket,2023-03-05,2023-03-05,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,NA,NA,36.055985,36.401422,Multipurpose - One time,NA,391,NA,1955,522,606,444,383,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,58650,Blanket,2023-03-05,2023-03-05,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,417,NA,2085,557,646,474,408,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,62550,Blanket,2023-03-06,2023-03-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,NA,NA,36.055985,36.401422,Multipurpose - One time,NA,591,NA,2955,789,916,671,579,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,88650,Blanket,2023-03-06,2023-03-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,NA,NA,36.055985,36.401422,Multipurpose - One time,NA,442,NA,2210,590,685,502,433,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,66300,Blanket,2023-03-07,2023-03-07,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,406,NA,2030,542,629,461,398,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,60900,Blanket,2023-03-07,2023-03-07,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Hazano,NA,NA,SY07,SY0700,SY070005,C3944,NA,NA,NA,NA,36.089778,36.713577,Multipurpose - One time,NA,64,NA,320,85,99,73,63,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,9600,Blanket,2023-03-07,2023-03-07,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,NA,328,NA,1640,438,508,373,321,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,49200,Blanket,2023-03-08,2023-03-08,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,NA,NA,36.055985,36.401422,Multipurpose - One time,NA,127,NA,635,170,197,144,124,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,19050,Blanket,2023-03-08,2023-03-08,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Hazano,NA,NA,SY07,SY0700,SY070005,C3944,NA,NA,NA,NA,36.089778,36.713577,Multipurpose - One time,NA,104,NA,520,139,161,118,102,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,15600,Blanket,2023-03-08,2023-03-08,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
