reporting_organisation,funding_source,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,location_pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,distribution_date,comments,month_of_activity,abbreviation,implementing_partner,activity,source
NA,BHA II,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,camp,36.186604,36.723929,Multipurpose - One time,Earthquake,394,35,2164,449,469,540,581,58,67,305,89,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,59100,Vulnerability-based,2023-02-11,2023-02-11,NA,2023-02-28,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,Al maghara,village,36.139048,36.453694,Multipurpose - One time,Earthquake,76,17,681,99,112,212,188,33,37,29,47,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,11400,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Al Areen - Kastanah Fawqan,NA,NA,SY07,SY0704,SY070400,C6640,NA,NA,NA,village,35.836472,36.399782,Multipurpose - One time,Earthquake,30,4,264,61,54,55,57,21,16,0,30,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,4500,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,Al balanuh,village,36.139048,36.453694,Multipurpose - One time,Earthquake,168,64,1410,203,203,438,424,72,70,97,71,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,25200,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Salqin,Aljib,NA,NA,SY07,SY0703,SY070302,C6694,NA,NA,NA,village,36.152629,36.424113,Multipurpose - One time,Earthquake,121,39,852,153,151,245,246,29,28,60,61,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,18150,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Armanaz,Armanaz,NA,NA,SY07,SY0703,SY070305,C4176,NA,NA,NA,village,36.084016,36.502023,Multipurpose - One time,Earthquake,14,2,140,20,20,41,42,7,10,0,14,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,2100,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Balmis,NA,NA,SY07,SY0704,SY070400,C4191,NA,NA,NA,village,35.886658,36.370685,Multipurpose - One time,Earthquake,22,1,193,49,32,44,44,12,12,0,22,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,3300,Vulnerability-based,2023-03-09,2023-03-09,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Salqin,Big Hir Jamus,NA,NA,SY07,SY0703,SY070302,C4141,NA,NA,NA,village,36.189338,36.420317,Multipurpose - One time,Earthquake,438,121,3030,521,572,872,898,80,87,237,201,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,65700,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Ein Elsoda (Jisr-Ash-Shugur),NA,NA,SY07,SY0704,SY070400,C4204,NA,NA,NA,village,35.831804,36.34248,Multipurpose - One time,Earthquake,30,7,275,58,56,64,68,18,11,0,30,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,4500,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Salqin,Faroukiyeh,NA,NA,SY07,SY0703,SY070302,C6619,NA,NA,NA,village,36.182357,36.407387,Multipurpose - One time,Earthquake,183,66,1299,213,226,391,377,43,49,108,75,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,27450,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Salqin,Foziyeh,NA,NA,SY07,SY0703,SY070302,C4135,NA,NA,NA,village,36.212291,36.394989,Multipurpose - One time,Earthquake,55,18,343,62,65,82,104,14,16,40,15,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,8250,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jeb Alsafa,NA,NA,SY07,SY0704,SY070400,C6641,NA,NA,NA,village,35.882983,36.392073,Multipurpose - One time,Earthquake,8,0,73,16,13,20,17,6,1,0,8,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,1200,Vulnerability-based,2023-03-09,2023-03-09,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Kniset Nakhleh,NA,NA,SY07,SY0704,SY070400,C4222,NA,NA,NA,village,35.822991,36.376836,Multipurpose - One time,Earthquake,53,10,455,96,94,103,111,25,26,0,53,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,7950,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,village,36.309771,36.689846,Multipurpose - One time,Earthquake,718,157,3856,753,869,1036,1014,90,94,458,260,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,107700,Vulnerability-based,2023-03-22,2023-03-22,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,village,36.186604,36.723929,Multipurpose - One time,Earthquake,419,71,2281,479,518,595,572,54,63,192,227,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,62850,Vulnerability-based,2023-03-22,2023-03-22,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SDC,Completed,Idleb,Harim,Armanaz,Milis,NA,NA,SY07,SY0703,SY070305,C4184,NA,NA,NA,village,36.005116,36.487717,Multipurpose - One time,Earthquake,45,8,446,65,67,142,120,29,23,21,24,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,6750,Vulnerability-based,2023-03-12,2023-03-12,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SV,Completed,Idleb,Harim,Salqin,Kafarna,NA,NA,SY07,SY0703,SY070302,C4149,NA,NA,NA,village,36.194488,36.44031,Multipurpose - One time,Earthquake,184,73,1372,222,225,406,399,69,51,117,67,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,27600,Vulnerability-based,2023-03-13,2023-03-13,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SV,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Watba,NA,NA,SY07,SY0704,SY070400,C4220,NA,NA,NA,village,35.810155,36.408324,Multipurpose - One time,Earthquake,15,2,134,29,28,29,28,10,10,0,15,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,2250,Vulnerability-based,2023-03-13,2023-03-13,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SWS,Completed,Idleb,Harim,Salqin,Msheirfeh (Salqin),NA,NA,SY07,SY0703,SY070302,C6620,NA,NA,NA,village,36.172094,36.378474,Multipurpose - One time,Earthquake,330,121,2196,347,358,562,641,194,94,158,172,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,49500,Vulnerability-based,2023-03-14,2023-03-14,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SWS,Completed,Idleb,Jisr-Ash-Shugur,Janudiyeh,Mudiah - Luxin,NA,NA,SY07,SY0704,SY070403,C4261,NA,NA,NA,village,35.942605,36.314192,Multipurpose - One time,Earthquake,145,60,1329,184,177,419,408,69,72,145,0,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,21750,Vulnerability-based,2023-03-14,2023-03-14,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SWS,Completed,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,village,36.139048,36.453694,Multipurpose - One time,Earthquake,16,1,143,30,27,30,43,7,6,0,16,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,2400,Vulnerability-based,2023-03-14,2023-03-14,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SWS,Completed,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Sabileh,NA,NA,SY07,SY0704,SY070400,C4211,NA,NA,NA,village,35.875003,36.416134,Multipurpose - One time,Earthquake,15,0,127,29,20,31,28,9,10,0,15,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,2250,Vulnerability-based,2023-03-14,2023-03-14,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
NA,SWS,Completed,Idleb,Harim,Dana,Burdaqly,NA,NA,SY07,SY0703,SY070301,C6693,NA,NA,Al Qarya Al Maliziah,village,36.21333,36.73179,Multipurpose - One time,Earthquake,286,78,1325,249,320,374,336,25,21,286,0,0,0,No,NA,Unconditional,Cash - Unrestricted,Local business,NA,USD,150,NA,1,1,150,42900,Vulnerability-based,2023-03-30,2023-03-30,NA,2023-03-31,PIN,People in Need (PIN),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Tal Slur,NA,NA,SY02,SY0203,SY020302,C1433,NA,NA,NA,village,36.365517,36.722157,Multipurpose - One time,Earthquake,262,NA,1082,268,279,287,248,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,39300,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Upper Diwan,NA,NA,SY02,SY0203,SY020302,C1431,NA,NA,NA,village,36.342389,36.699755,Multipurpose - One time,Earthquake,217,NA,1078,221,252,331,274,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,32550,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,Mdaya,SY02,SY0203,SY020302,C1426,NA,NA,NA,village,36.392488,36.689563,Multipurpose - One time,Earthquake,85,NA,458,94,102,141,121,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,12750,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,Malla Khalil,SY02,SY0203,SY020302,C1426,NA,NA,NA,village,36.392488,36.689563,Multipurpose - One time,Earthquake,19,NA,85,22,21,23,19,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,2850,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Jarablus,Jarablus,Jarablus,NA,NA,SY02,SY0208,SY020800,C2227,NA,NA,NA,village,36.814478,38.009919,Multipurpose - One time,Earthquake,212,NA,920,193,241,259,227,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,31800,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Upper Maskeh,NA,NA,SY02,SY0203,SY020302,C1444,NA,NA,NA,village,36.45517,36.693584,Multipurpose - One time,Earthquake,174,NA,650,175,191,156,128,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,26100,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Nisriyeh,NA,NA,SY02,SY0203,SY020302,C1439,NA,NA,NA,village,36.350866,36.641227,Multipurpose - One time,Earthquake,92,NA,445,101,110,121,113,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,13800,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,Masakat Tahtani,SY02,SY0203,SY020302,C1426,NA,NA,NA,village,36.392488,36.689563,Multipurpose - One time,Earthquake,133,NA,521,144,153,107,117,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,19950,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Al Bab,Al Bab,Qabasin,NA,NA,SY02,SY0202,SY020200,C1209,NA,NA,NA,village,36.433731,37.566282,Multipurpose - One time,Earthquake,107,NA,554,123,152,133,146,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,16050,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Al Bab,Al Bab,Bazagha,NA,NA,SY02,SY0202,SY020200,C1188,NA,NA,NA,village,36.383375,37.5661,Multipurpose - One time,Earthquake,100,NA,516,124,126,139,127,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,15000,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Ma'btali,Yakhur - Ayki Yakhur,NA,NA,SY02,SY0203,SY020306,C1555,NA,NA,NA,village,36.51471,36.704232,Multipurpose - One time,Earthquake,94,NA,481,109,126,126,120,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,14100,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,A'zaz,Mare',Mare',NA,NA,SY02,SY0204,SY020403,C1643,NA,NA,NA,village,36.482688,37.196486,Multipurpose - One time,Earthquake,53,NA,292,67,73,80,72,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,7950,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Ma'btali,Jomrokiyeh,NA,NA,SY02,SY0203,SY020306,C1544,NA,NA,NA,village,36.620517,36.837714,Multipurpose - One time,Earthquake,146,NA,693,165,169,176,183,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,21900,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,عثمان بن عفان /Othamn Ben Affan,SY02,SY0203,SY020300,C1366,NA,NA,عثمان بن عفان /Othamn Ben Affan,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,59,NA,287,63,69,90,65,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,8850,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,تجمع جانب مشفى الشفاء /Tajamou near of Alshifaa Hospital,SY02,SY0203,SY020300,C1366,NA,NA,تجمع جانب مشفى الشفاء /Tajamou near of Alshifaa Hospital,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,56,NA,285,47,61,94,83,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,8400,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,تجمع الأفندي جانب المجلس /Tajamou Alafandi,SY02,SY0203,SY020300,C1366,NA,NA,تجمع الأفندي جانب المجلس /Tajamou Alafandi,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,54,NA,270,67,64,67,72,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,8100,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Khureibah/Qurbe,NA,NA,SY02,SY0203,SY020302,C8161,NA,NA,NA,village,36.41819,36.740185,Multipurpose - One time,Earthquake,173,NA,768,183,192,204,189,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,25950,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Hmlak-Hmelek,NA,NA,SY02,SY0203,SY020302,C6397,NA,NA,NA,village,36.398836,36.721556,Multipurpose - One time,Earthquake,180,NA,880,196,205,261,218,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,27000,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Ma'btali,Awlad El Arab - Arab Oshagi,NA,NA,SY02,SY0203,SY020306,C1548,NA,NA,NA,village,36.574721,36.708925,Multipurpose - One time,Earthquake,147,NA,634,147,191,156,140,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,22050,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Ma'btali,Ma'btali,NA,NA,SY02,SY0203,SY020306,C1552,NA,NA,NA,village,36.563264,36.736791,Multipurpose - One time,Earthquake,137,NA,550,146,139,145,120,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,20550,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Kafr Takharim,Kafr Takharim,NA,NA,SY07,SY0703,SY070303,C4157,NA,NA,NA,camp,36.116497,36.51543,Multipurpose - One time,Earthquake,35,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,3500,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Kafr Takharim,Kafr Takharim,NA,NA,SY07,SY0703,SY070303,C4157,NA,NA,NA,camp,36.116497,36.51543,Multipurpose - One time,Earthquake,35,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,3500,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Jisr-Ash-Shugur,Darkosh,Ramadiyeh (Darkosh),NA,NA,SY07,SY0704,SY070402,C4242,NA,NA,NA,camp,36.034656,36.398463,Multipurpose - One time,Earthquake,40,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,4000,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,NA,camp,36.055985,36.401422,Multipurpose - One time,Earthquake,40,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,4000,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,NA,NA,SY07,SY0704,SY070402,C4252,NA,NA,NA,village,35.992443,36.393373,Multipurpose - One time,Earthquake,4,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,400,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,NA,village,36.055985,36.401422,Multipurpose - One time,Earthquake,8,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,800,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Dana,Dana (Dana),NA,NA,SY07,SY0703,SY070301,C4126,NA,NA,NA,village,36.213601,36.76958,Multipurpose - One time,Earthquake,11,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,1100,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Kafr Takharim,Kafr Takharim,NA,NA,SY07,SY0703,SY070303,C4157,NA,NA,NA,village,36.116497,36.51543,Multipurpose - One time,Earthquake,11,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,1100,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,NA,NA,SY07,SY0704,SY070402,C4252,NA,NA,NA,village,35.992443,36.393373,Multipurpose - One time,Earthquake,30,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,3000,NA,2023-03-04,2023-03-04,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,NA,camp,36.055985,36.401422,Multipurpose - One time,Earthquake,50,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,5000,NA,2023-03-04,2023-03-05,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Qourqeena,Qourqeena,NA,NA,SY07,SY0703,SY070304,C4174,NA,NA,NA,camp,36.138546,36.61267,Multipurpose - One time,Earthquake,56,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,5600,NA,2023-03-04,2023-03-05,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
NA,Private,Completed,Idleb,Harim,Armanaz,Armanaz,NA,NA,SY07,SY0703,SY070305,C4176,NA,NA,NA,camp,36.084016,36.502023,Multipurpose - One time,Earthquake,79,NA,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unconditional,Cash - Unrestricted,NA,NA,USD,100,NA,1,1,100,7900,NA,2023-03-04,2023-03-05,NA,2023-03-31,Mercy-USA,Mercy-USA for Aid and Development (MUSA),Cash Response,4ws
