hub,intervention_type,donor,report_date,distribution_date,planned_implemented,implementing_partner,activity,regularity,duration_assistance,quantity,unit,families,beneficiaries,rapid_assessment,governorate,district,sub_district,community,village_camps,camp_name,reception_centre_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,longitude_x,latitude_y,location_pcode,abbreviation
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,30,150,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Sleman Al Kanouni,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,42,210,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Al Jabl,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,29,145,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,البويضة,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,13,65,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,مقابل الشؤون,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,21,105,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,حمزة 1,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,19,95,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,حمزة 2,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,23,115,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,الحمدو,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,69,345,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,الايمان 1,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,91,455,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,محلق جنديريس,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,83,415,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,اجنادين,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,27,135,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,معصرة الفلاحين,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,22,110,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Kafr Abid,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,57,285,N/A,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,كويت الرحمة,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,74,370,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,الايمان 2,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,24,120,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,التل 3,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,46,230,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,الجمعيات,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,22,110,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,كفاف 1,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,30,150,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,تجمع خلق صالة لازا,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,54,270,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,عفرين تجمع الكراج,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,33,165,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,السلامة,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,91,455,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,الايمان,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,61,305,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,ext Al Kliyeh,NA,SY02,SY0203,SY020302,C1426,36.689563,36.392488,NA,SO
NWS,Earthquake,BHA,2023-03-16T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Shafak Organization (SO),Cash Response,One Off Distribution,30,150,USD,213,1065,N/A,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,انصر,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,SO
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-02-28T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,90,450,Yes,Aleppo,Afrin,Jandairis,Jum Afrin,In the Village,NA,NA,SY02,SY0203,SY020302,C1421,36.713316,36.451901,NA,GOAL
NWS,Earthquake,GOAL,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,Implemented,Takaful Al Sham (TAS),Cash Response,NA,30,150,USD,32,160,Yes,Idleb,Harim,Salqin,Salqin,In the Village,NA,NA,SY07,SY0703,SY070302,C4140,36.453694,36.139048,NA,TAS
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-02T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,300,1500,Yes,Aleppo,Afrin,Sharan,Sharan (Sharan),In the Camp,Center 1(Sharan) / ايواء 1 (شران ),NA,SY02,SY0203,SY020304,C1497,36.9416,36.621308,CP001953,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-02T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,70,350,Yes,Aleppo,Afrin,Jandairis,Haji Hasanli,In the Village,NA,NA,SY02,SY0203,SY020302,C8184,36.653081,36.484728,NA,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-02T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,42,210,Yes,Aleppo,Afrin,Jandairis,Deir Ballut,In the Village,NA,NA,SY02,SY0203,SY020302,C1435,36.664883,36.339706,NA,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-02T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,77,385,Yes,Aleppo,Afrin,Jandairis,Burj Kmush,In the Village,NA,NA,SY02,SY0203,SY020302,C1428,36.711932,36.429095,NA,GOAL
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,35,210,Yes,Idleb,Harim,Kafr Takharim,Kafr Takharim,In the Camp,NA,NA,SY07,SY0703,SY070303,C4157,36.51543,36.116497,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,35,210,Yes,Idleb,Harim,Kafr Takharim,Kafr Takharim,In the Camp,NA,NA,SY07,SY0703,SY070303,C4157,36.51543,36.116497,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,40,240,Yes,Idleb,Jisr-Ash-Shugur,Darkosh,Ramadiyeh (Darkosh),In the Camp,NA,NA,SY07,SY0704,SY070402,C4242,36.398463,36.034656,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,40,240,Yes,Idleb,Harim,Salqin,Azmarin,In the Camp,NA,NA,SY07,SY0703,SY070302,C4143,36.401422,36.055985,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,4,24,Yes,Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,In the Village,NA,NA,SY07,SY0704,SY070402,C4252,36.393373,35.992443,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,8,48,Yes,Idleb,Harim,Salqin,Azmarin,In the Village,NA,NA,SY07,SY0703,SY070302,C4143,36.401422,36.055985,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,11,66,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,NA,NA,SY07,SY0703,SY070301,C4126,36.76958,36.213601,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,11,66,Yes,Idleb,Harim,Kafr Takharim,Kafr Takharim,In the Village,NA,NA,SY07,SY0703,SY070303,C4157,36.51543,36.116497,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-04T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,30,180,Yes,Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,In the Village,NA,NA,SY07,SY0704,SY070402,C4252,36.393373,35.992443,NA,Mercy-USA
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-05T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,48,240,Yes,Aleppo,Afrin,Jandairis,Koban,In the Village,NA,NA,SY02,SY0203,SY020302,C7490,36.671902,36.457256,NA,GOAL
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-05T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,50,300,Yes,Idleb,Harim,Salqin,Azmarin,In the Camp,NA,NA,SY07,SY0703,SY070302,C4143,36.401422,36.055985,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-05T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,56,336,Yes,Idleb,Harim,Qourqeena,Qourqeena,In the Camp,NA,NA,SY07,SY0703,SY070304,C4174,36.61267,36.138546,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-05T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,79,474,Yes,Idleb,Harim,Armanaz,Armanaz,In the Camp,NA,NA,SY07,SY0703,SY070305,C4176,36.502023,36.084016,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-05T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,80,480,Yes,Idleb,Harim,Salqin,Azmarin,In the Camp,NA,NA,SY07,SY0703,SY070302,C4143,36.401422,36.055985,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-05T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,80,480,Yes,Idleb,Harim,Salqin,Azmarin,In the Camp,NA,NA,SY07,SY0703,SY070302,C4143,36.401422,36.055985,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-05T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,50,300,Yes,Idleb,Harim,Salqin,Azmarin,In the Village,NA,NA,SY07,SY0703,SY070302,C4143,36.401422,36.055985,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-05T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,67,402,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,NA,NA,SY02,SY0200,SY020001,C1022,36.828382,36.137884,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-05T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,134,804,Yes,Idleb,Harim,Salqin,Azmarin,In the Village,NA,NA,SY07,SY0703,SY070302,C4143,36.401422,36.055985,NA,Mercy-USA
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-06T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,999,4995,Yes,Idleb,Harim,Salqin,Allani,In the Village,NA,NA,SY07,SY0703,SY070302,C4142,36.389057,36.160124,NA,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-06T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,113,565,Yes,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),In the Village,NA,NA,SY02,SY0203,SY020302,C1422,36.745457,36.399148,NA,GOAL
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-06T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,250,1500,Yes,Idleb,Harim,Qourqeena,Barisha,In the Camp,NA,NA,SY07,SY0703,SY070304,C4164,36.636461,36.165243,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-06T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,400,2400,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Foz - Zuf,In the Camp,NA,NA,SY07,SY0704,SY070403,C4263,36.234349,35.941613,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-06T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,150,900,Yes,Idleb,Harim,Kafr Takharim,Kafr Takharim,In the Village,NA,NA,SY07,SY0703,SY070303,C4157,36.51543,36.116497,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-06T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,158,948,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,NA,NA,SY02,SY0200,SY020001,C1022,36.828382,36.137884,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-06T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,250,1500,Yes,Idleb,Harim,Qourqeena,Qourqeena,In the Village,NA,NA,SY07,SY0703,SY070304,C4174,36.61267,36.138546,NA,Mercy-USA
NWS,Earthquake,N/A,2023-03-01T00:00:00Z,2023-03-06T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,300,1800,Yes,Idleb,Idleb,Idleb,Idleb,In the Village,NA,NA,SY07,SY0700,SY070000,C3871,36.635276,35.929008,NA,Mercy-USA
NWS,Earthquake,Save The Children,2023-03-01T00:00:00Z,2023-03-06T00:00:00Z,Implemented,Mercy-USA for Aid and Development (MUSA),Cash Response,NA,30,100,USD,805,4830,Yes,Idleb,Harim,Dana,Sarmada,In the Village,NA,NA,SY07,SY0703,SY070301,C4121,36.723929,36.186604,NA,Mercy-USA
NWS,Earthquake,BHA,2023-03-07T00:00:00Z,2023-03-07T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,30,150,USD,300,1500,Yes,Idleb,Idleb,Maaret Tamsrin,Hazano,In the Village,NA,NA,SY07,SY0700,SY070005,C3944,36.713577,36.089778,NA,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-07T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,83,415,Yes,Aleppo,Afrin,Jandairis,Sheikh Abel Rahman,In the Village,NA,NA,SY02,SY0203,SY020302,C1419,36.763546,36.431499,NA,GOAL
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-07T00:00:00Z,Implemented,Ihsan for Relief and Development,Cash Response,One Off Distribution,30,150,USD,43,250,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Tajamou Al-Amal 1,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,IhsanRD
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-07T00:00:00Z,Implemented,Ihsan for Relief and Development,Cash Response,One Off Distribution,30,150,USD,78,390,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Tajamou Al-Amal 2,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,IhsanRD
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-07T00:00:00Z,Implemented,Ihsan for Relief and Development,Cash Response,One Off Distribution,30,150,USD,207,1055,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Tajamou Al-Sala,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,IhsanRD
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-07T00:00:00Z,Implemented,Ihsan for Relief and Development,Cash Response,One Off Distribution,30,150,USD,26,130,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Tajamou Al-ismant,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,IhsanRD
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-07T00:00:00Z,Implemented,Ihsan for Relief and Development,Cash Response,One Off Distribution,30,150,USD,31,155,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,حديقة ألعاب النيروز 511,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,IhsanRD
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-07T00:00:00Z,Implemented,Ihsan for Relief and Development,Cash Response,One Off Distribution,30,150,USD,118,590,Yes,Aleppo,Afrin,afrin,Afrin (Afrin),In the Camp,Al-Naher Camp,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,IhsanRD
NWS,Earthquake,BHA,2023-03-07T00:00:00Z,2023-03-08T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,30,150,USD,300,1500,Yes,Idleb,Idleb,Maaret Tamsrin,Kelly,In the Village,NA,NA,SY07,SY0700,SY070005,C3949,36.69463,36.108118,NA,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-08T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,319,1595,Yes,Aleppo,Afrin,Sharan,Mashaala,In the Camp,Kourtek / كورتك,NA,SY02,SY0203,SY020304,C1520,36.929945,36.578595,CP001674,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-08T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,27,135,Yes,Aleppo,Afrin,Sharan,Tal Elosud,In the Camp,Salit Alsalam / صالة السلام,NA,SY02,SY0203,SY020304,C1498,36.894931,36.554592,CP001818,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-08T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,68,325,Yes,Aleppo,Afrin,Sharan,Sharan (Sharan),In the Camp,مخيم الامل,NA,SY02,SY0203,SY020304,C1497,36.9416,36.621308,NA,GOAL
NWS,Earthquake,BHA II,2023-03-21T00:00:00Z,2023-03-09T00:00:00Z,Implemented,People in Need (PIN),Cash Response,One Off Distribution,1,150,USD,42,210,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Janudiyeh,In the Camp,Foz - Zuf -Annex,NA,SY07,SY0704,SY070403,C4255,36.291357,35.882903,NA,PIN
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-09T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,92,460,Yes,Aleppo,Afrin,Sharan,Mashaala,In the Camp,Alsabih / الصبة,NA,SY02,SY0203,SY020304,C1520,36.929945,36.578595,CP001847,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-09T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,77,385,Yes,Aleppo,Afrin,Sharan,Sharan (Sharan),In the Camp,مخيم الساطور,NA,SY02,SY0203,SY020304,C1497,36.9416,36.621308,NA,GOAL
NWS,Earthquake,SDC,2023-03-21T00:00:00Z,2023-03-09T00:00:00Z,Implemented,People in Need (PIN),Cash Response,One Off Distribution,1,150,USD,22,245,Yes,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Balmis,In the Village,NA,NA,SY07,SY0704,SY070400,C4191,36.370685,35.886658,NA,PIN
NWS,Earthquake,Global Communites,2023-02-09T00:00:00Z,2023-03-10T00:00:00Z,Implemented,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,Regularly Distribution,30,150,USD,3000,15000,N/A,Idleb,Idleb,Idleb,Idleb,In the Village,NA,NA,SY07,SY0700,SY070000,C3871,36.635276,35.929008,NA,IYD
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-03-11T00:00:00Z,Implemented,Ihsan for Relief and Development,Cash Response,One Off Distribution,30,150,USD,60,300,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,مركز إيواء الدانا,NA,SY07,SY0703,SY070301,C4126,36.76958,36.213601,NA,IhsanRD
NWS,Earthquake,CARE International,2023-03-06T00:00:00Z,2023-03-12T00:00:00Z,Implemented,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,One Off Distribution,30,150,USD,150,750,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,IYD
NWS,Earthquake,COMRES II,2023-03-06T00:00:00Z,2023-03-12T00:00:00Z,Implemented,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,One Off Distribution,30,150,USD,140,700,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,Alsalah Alreadieyh,NA,SY02,SY0203,SY020300,C1366,36.865523,36.511094,NA,IYD
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-12T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,190,950,Yes,Aleppo,Afrin,Bulbul,Bulbul,In the Camp,Tmayez Camp (Bulbul)/مخيم تميز,NA,SY02,SY0203,SY020301,C1391,36.819347,36.769656,NA,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-12T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,28,140,Yes,Aleppo,Afrin,Sharan,Tal Elosud,In the Camp,Masbanit Khalil / مصبنة خليل,NA,SY02,SY0203,SY020304,C1498,36.894931,36.554592,NA,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-12T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,10,50,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,Janib Habit Albaraka / جانب حبة البركة,NA,SY02,SY0203,SY020304,C1524,36.963116,36.587216,NA,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-12T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,72,360,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,Salat Alzuhur / صالة الزهور,NA,SY02,SY0203,SY020304,C1524,36.963116,36.587216,CP001442,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-12T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,50,250,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,Salat Sywar / صالة سيوار,NA,SY02,SY0203,SY020304,C1524,36.963116,36.587216,CP001443,GOAL
NWS,Earthquake,GOAL,2023-03-14T00:00:00Z,2023-03-12T00:00:00Z,Implemented,GOAL (GOAL),Cash Response,One Off Distribution,NA,150,USD,2,10,Yes,Aleppo,Afrin,Sharan,Kafr Janna,In the Camp,Hadaj/ هداج,NA,SY02,SY0203,SY020304,C1518,36.949674,36.584073,NA,GOAL
